rental_year,rental_month,film_id,title,category_id,category_name,total_rentals,total_revenue,avg_rental_duration,replacement_cost,actor_count,rental_country,rental_city
2005,6,855,STREAK RIDGEMONT,6,Documentary,1,0.99,3,28.99,3,Mexico,Mexicali
2005,6,757,SAGEBRUSH CLUELESS,6,Documentary,1,4.99,6,28.99,7,Puerto Rico,Ponce
2005,6,740,ROLLERCOASTER BRINGING,11,Horror,1,2.99,1,13.99,3,Japan,Tsuyama
2005,6,266,DYNAMITE TARZAN,4,Classics,1,0.99,3,27.99,5,Nepal,Birgunj
2005,6,924,UNFORGIVEN ZOOLANDER,14,Sci-Fi,1,0.99,7,15.99,7,India,Yamuna Nagar
2005,6,666,PAYCHECK WAIT,7,Drama,1,7.99,7,27.99,3,Poland,Lublin
2005,6,145,CHISUM BEHAVIOR,8,Family,1,8.99,9,25.99,4,Argentina,Bahía Blanca
2005,6,644,OSCAR GOLD,2,Animation,1,2.99,3,29.99,6,Paraguay,Asunción
2005,6,774,SEARCHERS WAIT,5,Comedy,1,5.99,6,22.99,4,Estonia,Tartu
2005,6,270,EARTH VISION,13,New,1,0.99,2,29.99,3,Kazakstan,Pavlodar
2005,6,193,CROSSROADS CASUALTIES,2,Animation,1,2.99,2,20.99,8,Puerto Rico,Ponce
2005,6,895,TOMORROW HUSTLER,4,Classics,1,3.99,4,21.99,6,United Kingdom,Bradford
2005,6,876,TARZAN VIDEOTAPE,11,Horror,1,2.99,1,11.99,3,Morocco,Salé
2005,6,554,MALKOVICH PET,4,Classics,1,3.99,7,22.99,7,Philippines,Davao
2005,6,857,STRICTLY SCARFACE,5,Comedy,1,2.99,3,24.99,4,Russian Federation,Maikop
2005,6,597,MOONWALKER FOOL,10,Games,1,7.99,8,12.99,7,Germany,Halle/Saale
2005,6,789,SHOCK CABIN,9,Foreign,1,2.99,2,15.99,1,South Africa,Kimberley
2005,6,283,ENDING CROWDS,13,New,1,0.99,3,10.99,5,United Kingdom,Southampton
2005,6,993,WRONG BEHAVIOR,3,Children,1,2.99,6,10.99,9,Anguilla,South Hill
2005,6,663,PATIENT SISTER,4,Classics,1,0.99,2,29.99,4,India,Pathankot
2005,6,122,CARRIE BUNCH,11,Horror,1,0.99,1,11.99,7,United States,Garland
2005,6,427,HOMEWARD CIDER,6,Documentary,1,0.99,1,19.99,7,Morocco,Nador
2005,6,100,BROOKLYN DESERT,9,Foreign,1,6.99,9,21.99,5,China,Tieli
2005,6,352,GATHERING CALENDAR,10,Games,1,0.99,1,22.99,3,Japan,Ueda
2005,6,26,ANNIE IDENTITY,14,Sci-Fi,1,2.99,5,15.99,3,Cambodia,Battambang
2005,6,394,HAMLET WISDOM,14,Sci-Fi,1,2.99,4,21.99,5,Brazil,Aparecida de Goiânia
2005,6,240,DOLLS RAGE,14,Sci-Fi,1,3.99,8,10.99,1,Cambodia,Phnom Penh
2005,6,499,KING EVOLUTION,8,Family,1,4.99,2,24.99,6,Japan,Fukuyama
2005,6,100,BROOKLYN DESERT,9,Foreign,1,4.99,3,21.99,5,Brazil,Juiz de Fora
2005,6,601,MOULIN WAKE,16,Travel,1,5.99,9,20.99,3,Netherlands,Apeldoorn
2005,6,391,HALF OUTFIELD,8,Family,1,6.99,10,25.99,6,China,Fuyu
2005,6,382,GRIT CLOCKWORK,10,Games,1,6.99,9,21.99,3,United Kingdom,Southport
2005,6,334,FREDDY STORM,11,Horror,1,4.99,2,21.99,3,Russian Federation,Moscow
2005,6,187,CRANES RESERVOIR,15,Sports,1,3.99,6,12.99,6,Egypt,Mit Ghamr
2005,6,627,NORTH TEQUILA,6,Documentary,1,4.99,3,9.99,5,Saint Vincent and the Grenadines,Kingstown
2005,6,413,HEDWIG ALTER,5,Comedy,1,2.99,4,16.99,4,Philippines,Hagonoy
2005,6,358,GILMORE BOILED,4,Classics,1,4.99,9,29.99,6,Iran,Kermanshah
2005,6,110,CABIN FLASH,3,Children,1,0.99,4,25.99,4,Chile,Antofagasta
2005,6,519,LIBERTY MAGNIFICENT,15,Sports,1,7.99,8,27.99,7,Brazil,Rio Claro
2005,6,395,HANDICAP BOONDOCK,1,Action,1,1.99,5,28.99,7,Venezuela,Ocumare del Tuy
2005,6,253,DRIFTER COMMANDMENTS,1,Action,1,4.99,3,18.99,7,Pakistan,Shikarpur
2005,6,129,CAUSE DATE,6,Documentary,1,2.99,3,16.99,6,Canada,Gatineau
2005,6,47,BABY HALL,9,Foreign,1,5.99,6,23.99,8,United States,Memphis
2005,6,490,JUMANJI BLADE,13,New,1,2.99,4,13.99,6,Brazil,Poá
2005,6,764,SATURDAY LAMBS,15,Sports,1,10.99,9,28.99,9,Poland,Wroclaw
2005,6,580,MINE TITANS,13,New,1,4.99,3,12.99,2,Spain,Donostia-San Sebastián
2005,6,184,CORE SUIT,4,Classics,1,2.99,2,24.99,4,Turkey,Inegöl
2005,6,660,PARTY KNOCK,5,Comedy,1,2.99,4,11.99,2,Indonesia,Purwakarta
2005,6,962,WASTELAND DIVINE,4,Classics,1,2.99,2,18.99,6,Vietnam,Hanoi
2005,6,248,DOZEN LION,6,Documentary,1,5.99,7,20.99,6,Mexico,Hidalgo
2005,6,194,CROW GREASE,1,Action,1,3.99,9,22.99,10,Saudi Arabia,Tabuk
2005,6,462,INSIDER ARIZONA,12,Music,1,5.99,8,17.99,9,South Africa,Paarl
2005,6,677,PIANIST OUTFIELD,13,New,1,0.99,4,25.99,5,Mozambique,Tete
2005,6,383,GROOVE FICTION,15,Sports,1,2.99,8,13.99,7,Philippines,Tanza
2005,6,374,GRAFFITI LOVE,14,Sci-Fi,1,2.99,5,29.99,6,Latvia,Liepaja
2005,6,119,CAPER MOTIONS,5,Comedy,1,1.99,7,22.99,7,Venezuela,Barcelona
2005,6,753,RUSH GOODFELLAS,8,Family,1,0.99,1,20.99,5,United States,Augusta-Richmond County
2005,6,592,MONSTER SPARTACUS,12,Music,1,2.99,5,28.99,7,Germany,Halle/Saale
2005,6,326,FLYING HOOK,2,Animation,1,5.99,9,18.99,8,Russian Federation,Kamyšin
2005,6,81,BLINDNESS GUN,14,Sci-Fi,1,4.99,4,29.99,3,Paraguay,Asunción
2005,6,159,CLOSER BANG,5,Comedy,1,5.99,6,12.99,6,Morocco,Beni-Mellal
2005,6,637,OPEN AFRICAN,14,Sci-Fi,1,6.99,9,16.99,9,Russian Federation,Jelets
2005,6,891,TIMBERLAND SKY,4,Classics,1,4.99,7,13.99,4,United States,Memphis
2005,7,194,CROW GREASE,1,Action,1,0.99,2,22.99,10,Peru,Huánuco
2005,7,376,GRAPES FURY,9,Foreign,1,4.99,8,20.99,5,China,Qinhuangdao
2005,7,184,CORE SUIT,4,Classics,1,7.99,8,24.99,4,China,Nanyang
2005,7,600,MOTIONS DETAILS,11,Horror,1,2.99,7,16.99,8,India,Jaipur
2005,7,19,AMADEUS HOLY,1,Action,1,0.99,3,20.99,6,China,Jining
2005,7,473,JACKET FRISCO,7,Drama,1,5.99,8,16.99,10,New Zealand,Hamilton
2005,7,661,PAST SUICIDES,9,Foreign,1,4.99,5,17.99,6,Colombia,Sogamoso
2005,7,934,VANILLA DAY,10,Games,1,7.99,10,20.99,2,Canada,Gatineau
2005,7,555,MALLRATS UNITED,5,Comedy,1,0.99,2,25.99,5,Argentina,Bahía Blanca
2005,7,492,JUNGLE CLOSER,13,New,1,0.99,6,11.99,6,Finland,Oulu
2005,7,326,FLYING HOOK,2,Animation,1,3.99,7,18.99,8,United States,Manchester
2005,7,782,SHAKESPEARE SADDLE,15,Sports,1,2.99,2,26.99,6,China,Hohhot
2005,7,285,ENGLISH BULWORTH,14,Sci-Fi,1,4.99,7,18.99,5,Vietnam,Nha Trang
2005,7,16,ALLEY EVOLUTION,9,Foreign,1,4.99,8,23.99,5,South Korea,Tonghae
2005,7,420,HOLES BRANNIGAN,15,Sports,1,4.99,6,27.99,11,Germany,Duisburg
2005,7,23,ANACONDA CONFESSIONS,2,Animation,1,1.99,4,9.99,5,Venezuela,Caracas
2005,7,887,THIEF PELICAN,2,Animation,1,7.99,8,28.99,7,India,Patiala
2005,7,346,GALAXY SWEETHEARTS,4,Classics,1,6.99,6,13.99,3,Taiwan,Tsaotun
2005,7,200,CURTAIN VIDEOTAPE,10,Games,1,3.99,10,27.99,3,Philippines,Imus
2005,7,645,OTHERS SOUP,16,Travel,1,5.99,10,18.99,4,Russian Federation,Atšinsk
2005,7,667,PEACH INNOCENT,15,Sports,1,6.99,7,20.99,5,Mexico,Juárez
2005,7,398,HANOVER GALAXY,12,Music,1,7.99,8,21.99,7,India,Pudukkottai
2005,7,218,DECEIVER BETRAYED,7,Drama,1,2.99,9,22.99,4,United Kingdom,Dundee
2005,7,104,BUGSY SONG,9,Foreign,1,8.99,10,17.99,2,China,Pingxiang
2005,7,691,POSEIDON FOREVER,15,Sports,1,4.99,6,29.99,6,Taiwan,Hsichuh
2005,7,501,KISSING DOLLS,1,Action,1,6.99,5,9.99,3,Yugoslavia,Novi Sad
2005,7,531,LOSE INCH,9,Foreign,1,1.99,4,18.99,4,Russian Federation,Kolpino
2005,7,429,HONEY TIES,15,Sports,1,0.99,3,29.99,5,Japan,Hiroshima
2005,7,408,HEAD STRANGER,10,Games,1,4.99,4,28.99,2,Estonia,Tartu
2005,7,403,HARRY IDAHO,7,Drama,1,7.99,8,18.99,6,Vietnam,Nha Trang
2005,7,534,LOUISIANA HARRY,8,Family,1,2.99,7,18.99,3,India,Jhansi
2005,7,480,JEEPERS WEDDING,4,Classics,1,3.99,4,29.99,6,Poland,Kalisz
2005,7,229,DEVIL DESIRE,1,Action,1,5.99,7,12.99,5,Brazil,Poá
2005,7,646,OUTBREAK DIVINE,10,Games,1,0.99,2,12.99,5,Iran,Sirjan
2005,7,59,BEAR GRACELAND,3,Children,1,2.99,4,20.99,3,India,Bhilwara
2005,7,577,MILE MULAN,15,Sports,1,4.99,8,10.99,3,Argentina,Santa Fé
2005,7,4,AFFAIR PREJUDICE,11,Horror,1,2.99,1,26.99,5,Iran,Qomsheh
2005,7,35,ARACHNOPHOBIA ROLLERCOASTER,11,Horror,1,7.99,9,24.99,8,Turkey,Gaziantep
2005,7,519,LIBERTY MAGNIFICENT,15,Sports,1,3.99,4,27.99,7,Japan,Kurashiki
2005,7,960,WARS PLUTO,6,Documentary,1,2.99,3,15.99,4,United States,Compton
2005,7,486,JET NEIGHBORS,9,Foreign,1,5.99,8,14.99,6,Brazil,São Leopoldo
2005,7,461,INSECTS STONE,2,Animation,1,0.99,3,14.99,4,Ecuador,Ríobamba
2005,7,81,BLINDNESS GUN,14,Sci-Fi,1,4.99,6,29.99,3,United States,Roanoke
2005,7,918,TWISTED PIRATES,3,Children,1,5.99,5,23.99,3,Pakistan,Mandi Bahauddin
2005,7,992,WRATH MILE,6,Documentary,1,0.99,3,17.99,4,South Korea,Tonghae
2005,7,707,QUEST MUSSOLINI,1,Action,1,2.99,3,29.99,5,Ukraine,Mukatševe
2005,7,85,BONNIE HOLOCAUST,6,Documentary,1,0.99,3,29.99,9,South Africa,Paarl
2005,7,606,MUMMY CREATURES,15,Sports,1,0.99,2,15.99,13,Brazil,Sorocaba
2005,7,550,MAGUIRE APACHE,8,Family,1,4.99,8,22.99,4,India,Chandrapur
2005,7,940,VICTORY ACADEMY,15,Sports,1,0.99,4,19.99,5,American Samoa,Tafuna
2005,7,629,NOTORIOUS REUNION,6,Documentary,1,1.99,8,9.99,2,Israel,Ashdod
2005,7,315,FINDING ANACONDA,8,Family,1,1.99,5,10.99,5,Ecuador,Portoviejo
2005,7,987,WORDS HUNTER,12,Music,1,4.99,5,13.99,6,Spain,Ourense (Orense)
2005,7,468,INVASION CYCLONE,3,Children,1,2.99,4,12.99,7,Spain,Santiago de Compostela
2005,7,355,GHOSTBUSTERS ELF,2,Animation,1,0.99,5,18.99,1,South Korea,Cheju
2005,7,46,AUTUMN CROW,10,Games,1,9.99,8,13.99,3,United States,Fontana
2005,7,846,STING PERSONAL,13,New,1,10.99,9,9.99,7,Spain,Ourense (Orense)
2005,7,990,WORLD LEATHERNECKS,11,Horror,1,0.99,2,13.99,8,China,Emeishan
2005,7,426,HOME PITY,12,Music,1,4.99,0,15.99,6,Germany,Witten
2005,7,940,VICTORY ACADEMY,15,Sports,1,0.99,1,19.99,5,Russian Federation,Tšeboksary
2005,7,991,WORST BANGER,1,Action,1,2.99,4,26.99,4,China,Jinchang
2005,7,412,HEAVYWEIGHTS BEAST,6,Documentary,1,4.99,5,25.99,5,China,Hami
2005,7,578,MILLION ACE,4,Classics,1,5.99,5,16.99,5,India,Karnal
2005,7,441,HUNTER ALTER,6,Documentary,1,5.99,8,21.99,4,Brazil,Blumenau
2005,7,446,HYSTERICAL GRAIL,15,Sports,1,4.99,2,19.99,9,China,Korla
2005,7,916,TURN STAR,2,Animation,1,4.99,5,10.99,3,French Guiana,Cayenne
2005,7,505,LABYRINTH LEAGUE,3,Children,1,2.99,6,24.99,6,China,Xinxiang
2005,7,917,TUXEDO MILE,15,Sports,1,6.99,7,24.99,3,United States,Akron
2005,7,951,VOYAGE LEGALLY,4,Classics,1,0.99,5,28.99,5,Cambodia,Phnom Penh
2005,7,890,TIGHTS DAWN,15,Sports,1,0.99,1,14.99,5,Estonia,Tartu
2005,7,286,ENOUGH RAGING,16,Travel,1,2.99,2,16.99,9,Mozambique,Tete
2005,7,267,EAGLES PANKY,13,New,1,6.99,6,14.99,6,Poland,Lublin
2005,7,959,WARLOCK WEREWOLF,3,Children,1,2.99,5,10.99,6,United States,Garden Grove
2005,7,870,SWARM GOLD,11,Horror,1,0.99,1,12.99,6,Spain,Gijón
2005,7,681,PIRATES ROXANNE,15,Sports,1,0.99,3,20.99,1,Mexico,Nezahualcóyotl
2005,7,856,STREETCAR INTENTIONS,11,Horror,1,4.99,5,11.99,7,China,Tongliao
2005,7,214,DAUGHTER MADIGAN,3,Children,1,4.99,1,13.99,4,China,Jining
2005,7,599,MOTHER OLEANDER,15,Sports,1,0.99,2,20.99,5,Indonesia,Ciomas
2005,7,982,WOMEN DORADO,1,Action,1,0.99,2,23.99,5,United Kingdom,Southend-on-Sea
2005,7,856,STREETCAR INTENTIONS,11,Horror,1,4.99,0,11.99,7,South Africa,Kimberley
2005,7,527,LOLA AGENT,11,Horror,1,7.99,7,24.99,6,India,Bhopal
2005,7,787,SHINING ROSES,16,Travel,1,3.99,7,12.99,5,Venezuela,Caracas
2005,7,244,DORADO NOTTING,12,Music,1,5.99,6,26.99,4,Indonesia,Ciomas
2005,7,985,WONDERLAND CHRISTMAS,14,Sci-Fi,1,4.99,2,19.99,5,China,Laohekou
2005,7,173,CONFESSIONS MAGUIRE,7,Drama,1,4.99,3,25.99,4,China,Baicheng
2005,7,191,CROOKED FROGMEN,3,Children,1,0.99,4,27.99,6,United States,Aurora
2005,7,690,POND SEATTLE,2,Animation,1,2.99,0,25.99,3,Mexico,Salamanca
2005,7,839,STALLION SUNDANCE,14,Sci-Fi,1,0.99,2,23.99,7,United Arab Emirates,Sharja
2005,7,378,GREATEST NORTH,12,Music,1,6.99,9,24.99,6,Mexico,Cuernavaca
2005,7,478,JAWS HARRY,5,Comedy,1,4.99,6,10.99,5,Turkey,Denizli
2005,7,197,CRUSADE HONEY,15,Sports,1,2.99,4,27.99,9,Hungary,Székesfehérvár
2005,7,48,BACKLASH UNDEFEATED,3,Children,1,9.99,8,24.99,7,India,Uttarpara-Kotrung
2005,7,362,GLORY TRACY,10,Games,1,2.99,5,13.99,6,Mexico,Celaya
2005,7,927,UPRISING UPTOWN,1,Action,1,4.99,8,16.99,5,Yemen,Aden
2005,7,244,DORADO NOTTING,12,Music,1,6.99,7,26.99,4,France,Brest
2005,7,130,CELEBRITY HORN,1,Action,1,0.99,7,24.99,4,Mozambique,Tete
2005,7,609,MUSCLE BRIGHT,16,Travel,1,2.99,6,23.99,5,Ethiopia,Addis Abeba
2005,7,6,AGENT TRUMAN,9,Foreign,1,5.99,6,17.99,7,Japan,Matsue
2005,7,451,IGBY MAKER,16,Travel,1,6.99,9,12.99,5,China,Korla
2005,7,418,HOBBIT ALIEN,7,Drama,1,3.99,8,27.99,8,China,Rizhao
2005,7,287,ENTRAPMENT SATISFACTION,1,Action,1,3.99,8,19.99,4,Indonesia,Surakarta
2005,7,906,TRAMP OTHERS,5,Comedy,1,1.99,5,27.99,6,Philippines,Iligan
2005,7,416,HIGHBALL POTTER,9,Foreign,1,0.99,2,10.99,5,Nigeria,Benin City
2005,7,31,APACHE DIVINE,8,Family,1,4.99,1,16.99,4,Sweden,Malmö
2005,7,614,NAME DETECTIVE,10,Games,1,4.99,4,11.99,3,India,Ambattur
2005,7,710,RAGE GAMES,8,Family,1,4.99,2,18.99,7,Saudi Arabia,Jedda
2005,7,72,BILL OTHERS,6,Documentary,1,5.99,9,12.99,6,Germany,Saarbrücken
2005,7,959,WARLOCK WEREWOLF,3,Children,1,2.99,4,10.99,6,India,Nagaon
2005,7,648,OUTLAW HANKY,16,Travel,1,4.99,2,17.99,7,Philippines,Mandaluyong
2005,7,728,REUNION WITCHES,7,Drama,1,0.99,2,26.99,7,China,Shaoguan
2005,7,841,STAR OPERATION,15,Sports,1,4.99,7,9.99,5,Turkmenistan,Ashgabat
2005,7,986,WONKA SEA,2,Animation,1,2.99,1,24.99,2,Colombia,Buenaventura
2005,7,407,HAWK CHILL,6,Documentary,1,0.99,5,12.99,7,India,Ahmadnagar
2005,7,45,ATTRACTION NEWTON,13,New,1,7.99,8,14.99,4,Japan,Akishima
2005,7,80,BLANKET BEVERLY,8,Family,1,2.99,7,21.99,4,Greenland,Nuuk
2005,7,598,MOSQUITO ARMAGEDDON,15,Sports,1,0.99,3,22.99,4,Austria,Salzburg
2005,7,134,CHAMPION FLATLINERS,2,Animation,1,4.99,3,21.99,4,Turkey,Sultanbeyli
2005,7,101,BROTHERHOOD BLANKET,6,Documentary,1,4.99,7,26.99,5,China,Enshi
2005,7,693,POTTER CONNECTICUT,2,Animation,1,2.99,1,16.99,7,Hong Kong,Kowloon and New Kowloon
2005,7,818,SOMETHING DUCK,7,Drama,1,4.99,4,17.99,3,Netherlands,Apeldoorn
2005,7,330,FORRESTER COMANCHEROS,2,Animation,1,4.99,4,22.99,3,China,Korla
2005,7,274,EGG IGBY,6,Documentary,1,2.99,3,20.99,5,Japan,Nagareyama
2005,7,282,ENCOUNTERS CURTAIN,7,Drama,1,4.99,9,20.99,4,Nigeria,Effon-Alaiye
2005,7,135,CHANCE RESURRECTION,15,Sports,1,4.99,5,22.99,6,India,Rae Bareli
2005,7,997,YOUTH KICK,12,Music,1,0.99,4,14.99,5,Philippines,Santa Rosa
2005,7,313,FIDELITY DEVIL,11,Horror,1,8.99,9,11.99,4,Brazil,Goiânia
2005,7,130,CELEBRITY HORN,1,Action,1,0.99,1,24.99,4,India,Katihar
2005,7,890,TIGHTS DAWN,15,Sports,1,2.99,7,14.99,5,France,Toulouse
2005,7,291,EVOLUTION ALTER,15,Sports,1,0.99,3,10.99,6,India,Shivapuri
2005,7,718,REBEL AIRPORT,12,Music,1,0.99,7,24.99,6,Taiwan,Tanshui
2005,7,603,MOVIE SHAKESPEARE,8,Family,1,4.99,5,27.99,8,China,Suihua
2005,7,616,NATIONAL STORY,6,Documentary,1,7.99,9,19.99,7,Paraguay,Ciudad del Este
2005,7,474,JADE BUNCH,15,Sports,1,5.99,9,21.99,8,Russian Federation,Jelets
2005,7,533,LOST BIRD,9,Foreign,1,4.99,6,21.99,3,United States,Aurora
2005,7,303,FANTASY TROOPERS,1,Action,1,0.99,1,27.99,9,China,Qinhuangdao
2005,7,85,BONNIE HOLOCAUST,6,Documentary,1,0.99,4,29.99,9,Latvia,Daugavpils
2005,7,378,GREATEST NORTH,12,Music,1,2.99,4,24.99,6,Malawi,Lilongwe
2005,7,118,CANYON STOCK,2,Animation,1,0.99,2,26.99,6,Tunisia,Sousse
2005,7,680,PINOCCHIO SIMON,5,Comedy,1,4.99,4,21.99,11,Iran,Najafabad
2005,7,236,DIVINE RESURRECTION,10,Games,1,2.99,4,19.99,5,Philippines,Tanauan
2005,7,330,FORRESTER COMANCHEROS,2,Animation,1,4.99,7,22.99,3,Taiwan,Hsichuh
2005,7,982,WOMEN DORADO,1,Action,1,0.99,4,23.99,5,Thailand,Songkhla
2005,7,539,LUCK OPUS,7,Drama,1,3.99,8,21.99,6,France,Brest
2005,7,827,SPICE SORORITY,7,Drama,1,4.99,1,22.99,11,Argentina,Santa Fé
2005,7,187,CRANES RESERVOIR,15,Sports,1,2.99,5,12.99,6,India,Siliguri (Shiliguri)
2005,7,155,CLEOPATRA DEVIL,13,New,1,0.99,5,26.99,7,Saudi Arabia,Jedda
2005,7,121,CAROL TEXAS,2,Animation,1,2.99,4,15.99,7,Poland,Plock
2005,7,295,EXPENDABLE STALLION,6,Documentary,1,4.99,7,14.99,4,South Africa,Boksburg
2005,7,73,BINGO TALENTED,14,Sci-Fi,1,6.99,9,22.99,5,Japan,Higashiosaka
2005,7,736,ROBBERY BRIGHT,8,Family,1,1.99,5,21.99,2,United States,Cape Coral
2005,7,363,GO PURPLE,12,Music,1,0.99,2,12.99,3,South Korea,Cheju
2005,7,688,POLISH BROOKLYN,3,Children,1,0.99,5,12.99,10,Malaysia,Ipoh
2005,7,764,SATURDAY LAMBS,15,Sports,1,7.99,6,28.99,9,Mexico,Uruapan
2005,7,95,BREAKFAST GOLDFINGER,13,New,2,13.98,5,18.99,5,Nigeria,Ife
2005,7,387,GUN BONNIE,10,Games,1,0.99,7,27.99,5,Mexico,Nezahualcóyotl
2005,7,251,DRAGONFLY STRANGERS,13,New,1,4.99,6,19.99,3,India,Allappuzha (Alleppey)
2005,7,350,GARDEN ISLAND,14,Sci-Fi,1,5.99,4,21.99,3,Japan,Onomichi
2005,7,242,DOOM DANCING,5,Comedy,1,1.99,5,13.99,8,Argentina,Bahía Blanca
2005,7,768,SCARFACE BANG,3,Children,1,4.99,1,11.99,7,China,Weifang
2005,7,875,TALENTED HOMICIDE,15,Sports,1,0.99,2,9.99,5,Algeria,Batna
2005,7,534,LOUISIANA HARRY,8,Family,1,1.99,6,18.99,3,Israel,Ashdod
2005,7,887,THIEF PELICAN,2,Animation,1,4.99,1,28.99,7,Brazil,Juazeiro do Norte
2005,7,567,MEET CHOCOLATE,9,Foreign,1,4.99,5,26.99,6,Turkey,Balikesir
2005,7,652,PAJAMA JAWBREAKER,4,Classics,1,1.99,4,14.99,5,India,Pathankot
2005,7,806,SLEEPY JAPANESE,13,New,1,2.99,4,25.99,6,South Korea,Uijongbu
2005,7,92,BOWFINGER GABLES,11,Horror,1,4.99,3,19.99,5,Nigeria,Oyo
2005,7,741,ROMAN PUNK,12,Music,1,0.99,2,28.99,2,Brazil,Juiz de Fora
2005,7,837,STAGE WORLD,5,Comedy,1,2.99,4,19.99,2,Poland,Tychy
2005,7,43,ATLANTIS CAUSE,8,Family,1,3.99,7,15.99,9,United Arab Emirates,Abu Dhabi
2005,7,617,NATURAL STOCK,8,Family,1,5.99,9,24.99,4,Yugoslavia,Kragujevac
2005,7,753,RUSH GOODFELLAS,8,Family,1,1.99,4,20.99,5,India,Kumbakonam
2005,7,840,STAMPEDE DISTURBING,10,Games,1,0.99,5,26.99,6,Japan,Kamakura
2005,7,914,TROUBLE DATE,16,Travel,1,2.99,3,13.99,8,Malawi,Lilongwe
2005,7,185,COWBOY DOOM,9,Foreign,1,4.99,5,10.99,5,Algeria,Skikda
2005,7,938,VELVET TERMINATOR,5,Comedy,1,6.99,5,14.99,9,India,Valparai
2005,7,744,ROOTS REMEMBER,4,Classics,1,0.99,4,23.99,10,Philippines,Tanza
2005,7,785,SHAWSHANK BUBBLE,16,Travel,1,4.99,5,20.99,10,Argentina,Bahía Blanca
2005,7,823,SOUTH WAIT,1,Action,1,5.99,7,21.99,2,South Africa,Soshanguve
2005,7,617,NATURAL STOCK,8,Family,1,0.99,4,24.99,4,Switzerland,Lausanne
2005,7,778,SECRETS PARADISE,8,Family,1,7.99,6,24.99,6,Argentina,Córdoba
2005,7,788,SHIP WONDERLAND,6,Documentary,1,2.99,2,15.99,8,Mexico,Coatzacoalcos
2005,7,731,RIGHT CRANES,4,Classics,1,4.99,2,29.99,7,India,Udaipur
2005,7,273,EFFECT GLADIATOR,8,Family,1,0.99,2,14.99,7,Turkey,Sivas
2005,7,552,MAJESTIC FLOATS,6,Documentary,1,0.99,4,15.99,5,Réunion,Saint-Denis
2005,7,354,GHOST GROUNDHOG,3,Children,1,4.99,6,18.99,5,Angola,Benguela
2005,7,337,FRIDA SLIPPER,9,Foreign,1,5.99,9,11.99,5,Turkey,Sultanbeyli
2005,7,992,WRATH MILE,6,Documentary,1,2.99,7,17.99,4,Brazil,Sorocaba
2005,7,898,TOURIST PELICAN,15,Sports,1,5.99,5,18.99,3,Venezuela,Cumaná
2005,7,757,SAGEBRUSH CLUELESS,6,Documentary,1,7.99,9,28.99,7,Japan,Miyakonojo
2005,7,491,JUMPING WRATH,3,Children,1,2.99,6,18.99,8,United States,Aurora
2005,7,250,DRAGON SQUAD,1,Action,1,4.99,8,26.99,8,Turkey,Eskisehir
2005,7,571,METAL ARMAGEDDON,6,Documentary,1,2.99,4,26.99,8,China,Tongliao
2005,7,838,STAGECOACH ARMAGEDDON,1,Action,1,4.99,3,25.99,6,Azerbaijan,Sumqayit
2005,7,580,MINE TITANS,13,New,1,4.99,1,12.99,2,Turkey,Tokat
2005,7,738,ROCKETEER MOTHER,9,Foreign,1,0.99,2,27.99,7,Angola,Benguela
2005,7,205,DANCES NONE,1,Action,1,4.99,7,22.99,5,Israel,Ashdod
2005,7,915,TRUMAN CRAZY,1,Action,1,4.99,3,9.99,6,Latvia,Daugavpils
2005,7,99,BRINGING HYSTERICAL,5,Comedy,1,4.99,9,14.99,2,Philippines,Tanauan
2005,7,60,BEAST HUNCHBACK,4,Classics,1,5.99,4,22.99,5,China,Zaoyang
2005,7,286,ENOUGH RAGING,16,Travel,1,2.99,4,16.99,9,Argentina,Ezeiza
2005,7,929,USUAL UNTOUCHABLES,9,Foreign,1,4.99,5,21.99,5,India,Palghat (Palakkad)
2005,7,619,NEIGHBORS CHARADE,15,Sports,1,6.99,9,20.99,7,Russian Federation,Kirovo-Tšepetsk
2005,7,849,STORM HAPPINESS,2,Animation,1,0.99,5,28.99,8,China,Korla
2005,7,399,HAPPINESS UNITED,9,Foreign,1,5.99,9,23.99,5,South Korea,Cheju
2005,7,806,SLEEPY JAPANESE,13,New,1,5.99,7,25.99,6,Egypt,Bilbays
2005,7,800,SINNERS ATLANTIS,11,Horror,1,2.99,6,19.99,4,Puerto Rico,Ponce
2005,7,429,HONEY TIES,15,Sports,1,5.99,8,29.99,5,Netherlands,Apeldoorn
2005,7,131,CENTER DINOSAUR,4,Classics,1,4.99,2,12.99,4,Taiwan,Nantou
2005,7,845,STEPMOM DREAM,9,Foreign,1,4.99,4,9.99,4,Mexico,Guadalajara
2005,7,472,ITALIAN AFRICAN,16,Travel,1,4.99,2,24.99,2,Japan,Kanazawa
2005,7,530,LORD ARIZONA,1,Action,1,2.99,2,27.99,6,Ukraine,Simferopol
2005,7,731,RIGHT CRANES,4,Classics,1,4.99,5,29.99,7,United States,Dayton
2005,7,570,MERMAID INSECTS,15,Sports,1,7.99,8,20.99,6,United Arab Emirates,al-Ayn
2005,7,663,PATIENT SISTER,4,Classics,1,1.99,8,29.99,4,French Polynesia,Faaa
2005,7,717,REAR TRADING,1,Action,1,0.99,6,23.99,8,Sudan,al-Qadarif
2005,7,438,HUMAN GRAFFITI,10,Games,1,4.99,5,22.99,4,Malaysia,Kuching
2005,7,83,BLUES INSTINCT,8,Family,1,2.99,3,18.99,4,Philippines,Tarlac
